id,category,type,question,options,answer,explanation,analysis,score,codeId,remarks,Description
78,新《安全生产法》,多选题,新《安全生产法》规定，生产经营单位的全员安全生产责任制应当明确各岗位的（    ）等内容。,"{""A"": ""责任人员"", ""B"": ""责任范围"", ""C"": ""考核标准"", ""D"": ""薪资标准""}",ABC,\,\,2,,,
79,新《安全生产法》,多选题,新《安全生产法》中指出，制定《安全生产法》的目的是（    ）。,"{""A"": ""加强安全生产工作"", ""B"": ""防止和减少生产安全事故"", ""C"": ""保障人民群众生命和财产安全"", ""D"": ""促进经济社会持续健康发展""}",ABCD,\,\,2,,,
80,新《安全生产法》,多选题,新《安全生产法》中规定，任何单位和个人（    ）对事故的依法调查处理。,"{""A"": ""不得阻挠"", ""B"": ""不得干涉"", ""C"": ""可以阻挠"", ""D"": ""可以干涉""}",AB,\,\,2,,,
81,新《安全生产法》,判断题,新《安全生产法》规定，从业人员发现直接危及人身安全的紧急情况时，有权停止作业或者在采取可能的应急措施后撤离作业场所。（    ） ,"{""A"": ""正确"", ""B"": ""错误""}",A,\,\,0.5,,,
82,新《安全生产法》,判断题,新《安全生产法》规定，生产经营单位的从业人员是指该单位从事生产经营活动各项工作的所有人员，包括管理人员、技术人员和各岗位的工人，但不包括临时聘用的人员。（    ）,"{""A"": ""正确"", ""B"": ""错误""}",B,\,新《安全生产法》第六十一条 生产经营单位使用被派遣劳动者的，被派遣劳动者享有本法规定的从业人员的权利，并应当履行本法规定的从业人员的义务。,0.5,,,
83,新《安全生产法》,判断题,新《安全生产法》规定，生产经营单位不得以任何形式与从业人员订立协议，免除或者减轻其对从业人员因生产安全事故伤亡依法应承担的责任，但从业人员有违章作业情形的除外。（    ） ,"{""A"": ""正确"", ""B"": ""错误""}",B,\,新《安全生产法》第五十二条生产经营单位不得以任何形式与从业人员订立协议，免除或者减轻其对从业人员因生产安全事故伤亡依法应承担的责任。,0.5,,,
84,新《安全生产法》,判断题,新《安全生产法》规定，危险物品的生产、经营、储存、运输单位以及矿山、金属冶炼、城市轨道交通运营、建筑施工单位应当配备必要的应急救援器材、设备和物资，并进行经常性维护、保养，保证正常运转。（    ） ,"{""A"": ""正确"", ""B"": ""错误""}",A,\,\,0.5,,,
85,新《安全生产法》,判断题,新《安全生产法》规定，生产经营单位不得使用应当淘汰的危及生产安全的工艺、设备。（    ） ,"{""A"": ""正确"", ""B"": ""错误""}",A,\,\,0.5,,,
86,新《安全生产法》,判断题,新《安全生产法》中规定，事故抢救过程中应当采取必要措施，避免或者减少对环境造成的危害。（    ） ,"{""A"": ""正确"", ""B"": ""错误""}",A,\,\,0.5,,,
87,新《安全生产法》,判断题,新《安全生产法》规定，生产经营单位必须对安全设备进行经常性维护、保养，并定期检测，保证正常运转。（    ） ,"{""A"": ""正确"", ""B"": ""错误""}",A,\,\,0.5,,,
88,新《安全生产法》,简答题,新《安全生产法》规定，从业人员保证安全生产的义务有哪些？,{},"(1)在作业过程中必须遵守本单位的安全生产规章制度和操作规程，服从管理，不得违章作业。
(2)接受安全生产教育和培训，掌握本职工作所需要的安全生产知识。
(3)发现事故隐患应当及时向本单位安全生产管理人员或主要负责人报告。
(4)正确佩戴和使用劳动防护用品。",\,\,\,,,
89,新《安全生产法》,多选题,依据新《安全生产法》，从业人员有权对本单位安全生产工作中存在的问题提出批评、检举、控告；有权拒绝（    ）和（    ）。,"{""A"": ""违章指挥"", ""B"": ""现场指挥"", ""C"": ""危险作业"", ""D"": ""强令冒险作业""}",AD,"新《安全生产法》第五十四条 从业人员有权对本单位安全生产工作中存
在的问题提出批评、检举、控告；有权拒绝违章指挥和强令冒
险作业。",\,2,,,
90,新《安全生产法》,判断题,依据新《安全生产法》第七十二条规定，承担安全评价、认证、检测、检验职责的机构应当具备国家规定的资质条件，并对其作出的安全评价、认证、检测、检验结果的合法性、真实性负责。,"{""A"": ""正确"", ""B"": ""错误""}",A,\,\,0.5,,,
91,《国家电网公司安全工作规定》,单选题,《国家电网公司安全工作规定》规定，公司各级单位实行以各级（    ）为安全第一责任人的安全责任制，建立健全安全保证体系和安全监督体系，并充分发挥作用。,"{""A"": ""行政正职"", ""B"": ""主管安全领导"", ""C"": ""安全部门主任"", ""D"": ""分管安全领导""}",A,\,,1,,,
92,《国家电网公司安全工作规定》,单选题,《国家电网公司安全工作规定》规定，公司各级单位的各部门、各岗位应有明确的安全管理职责，做到责任分担，并实行（    ）的安全逐级负责制。,"{""A"": ""上级对下级"", ""B"": ""下级对上级"", ""C"": ""三级安全网络"", ""D"": ""安全监督体系""}",B,\,,1,,,
93,《国家电网公司安全工作规定》,单选题,《国家电网公司安全工作规定》规定，公司各级单位应以（    ）年为周期，依据各专业评价标准，按照“制定评价计划、开展自评价、组织专家查评、实施整改方案”过程，建立安全性评价闭环动态管理工作机制。,"{""A"": ""2～3"", ""B"": ""3～4"", ""C"": ""3～5"", ""D"": ""4～6""}",C,\,,1,,,
94,《国家电网公司安全工作规定》,单选题,《国家电网公司安全工作规定》规定，督促、检查本单位安全工作，及时消除安全事故隐患是（    ）的安全工作的基本职责之一。,"{""A"": ""公司各级单位行政正职"", ""B"": ""公司各级单位行政副职"", ""C"": ""公司各级单位的各部门主任"", ""D"": ""公司各级单位成员""}",A,\,,1,,,
95,《国家电网公司安全工作规定》,多选题,《国家电网公司安全工作规定》规定，公司各级单位应建立和完善（    ），构建事前预防、事中控制、事后查处的工作机制，形成科学有效并持续改进的工作体系。,"{""A"": ""事故调查体系"", ""B"": ""安全三级网络体系"", ""C"": ""应急管理体系"", ""D"": ""安全风险管理体系""}",ACD,\,,2,,,
96,《国家电网公司安全工作规定》,多选题,《国家电网公司安全工作规定》规定，安全监督管理机构的职责涉及（    ）安全的技术状况，涉及人身安全的防护状况；对监督检查中发现的重大问题和隐患，及时下达安全监督通知书，限期解决，并向主管领导报告。,"{""A"": ""人身"", ""B"": ""电网"", ""C"": ""设备"", ""D"": ""信息""}",BCD,\,,2,,,
97,《国家电网公司安全工作规定》,判断题,《国家电网公司安全工作规定》规定，外来工作人员的安全管理和事故统计、考核与本单位职工同等对待。,"{""A"": ""正确"", ""B"": ""错误""}",A,,,0.5,,,
98,《国家电网公司安全工作规定》,判断题,《国家电网公司安全工作规定》规定，防汛、抗震、防台风、防雨雪冰冻灾害等应急预案所需项目，可作为制定和修订反事故措施计划的依据。,"{""A"": ""正确"", ""B"": ""错误""}",A,\,,0.5,,,
99,《国家电网公司安全工作规定》,判断题,《国家电网公司安全工作规定》规定，可以在没有监护的条件下指派外来工作人员单独从事有危险的工作。,"{""A"": ""正确"", ""B"": ""错误""}",B,\,《国家电网公司安全工作规定》第一○二条 外来工作人员从事有危险的工作时，应在有经验的本单位职工带领和监护下进行，并做好安全措施。,0.5,,,
100,《国家电网公司安全工作规定》,简答题,请分析一下《国家电网公司安全工作规定》对公司各级单位作业安全风险管控工作是如何要求的？,{},公司各级单位应针对运维、检修、施工等生产作业活动，从计划编制、作业组织、现场实施等关键环节，分析辨识作业安全风险，开展安全承载能力分析，实施作业安全风险预警，制定落实风险管控措施，落实到岗到位要求。,\,,\,,,
101,《国家电网公司安全工作规定》,单选题,为了贯彻“安全第一、预防为主、（    ）”的方针，加强安全监督管理，防范安全事故，保证员工人身安全，保证电网安全稳定运行和可靠供电，保证国家和投资者资产免遭损失，制定《国家电网公司安全工作规定》。,"{""A"": ""综合防治"", ""B"": ""综合治理"", ""C"": ""优化治理"", ""D"": ""超前防范""}",B,\,,1,,,
102,《国家电网公司安全工作规定》,单选题,《国家电网公司安全工作规定》规定，现场规程宜每（    ）年进行一次全面修订、审定并印发。,"{""A"": ""1～2"", ""B"": ""2～3"", ""C"": ""3～4"", ""D"": ""3～5""}",D,\,,1,,,
103,《国家电网公司安全工作规定》,单选题,《国家电网公司安全工作规定》规定，安全生产委员会办公室设在（    ）。,"{""A"": ""生产运维部门"", ""B"": ""总经理办公室"", ""C"": ""安全监督管理部门"", ""D"": ""后勤保障部门""}",C,\,,1,,,
104,《国家电网公司安全工作规定》,单选题,《国家电网公司安全工作规定》规定，省公司级单位至少（    ），地市公司级单位、县公司级单位（    ）召开一次安全生产委员会议，研究解决安全重大问题，决策部署安全重大事项。,"{""A"": ""每半年，每半年"", ""B"": ""每半年，每季度"", ""C"": ""每半年，每月"", ""D"": ""每季度，每月""}",B,\,,1,,,
105,《国家电网公司安全工作规定》,多选题,《国家电网公司安全工作规定》规定，公司各级单位应建立预防违章和查处违章的工作机制，开展违章（    ），采用违章曝光和违章记分等手段，加大反违章力度。,"{""A"": ""自查"", ""B"": ""互查"", ""C"": ""专项检查"", ""D"": ""稽查""}",ABD,\,,2,,,
106,《国家电网公司安全工作规定》,多选题,《国家电网公司安全工作规定》规定，公司各级单位应全面实施安全风险管理，对各类安全风险进行超前分析和流程化控制，形成“（    ）”的安全风险管理长效机制。,"{""A"": ""管理规范"", ""B"": ""责任明确"", ""C"": ""闭环落实"", ""D"": ""持续改进""}",ABCD,\,,2,,,
107,《国家电网公司安全工作规定》,多选题,《国家电网公司安全工作规定》规定，公司各级单位承、发包工程和委托业务项目，若同时满足（    ）条件，应成立项目安全生产委员会。,"{""A"": ""项目安全风险大，不易管控"", ""B"": ""项目同时有三个及以上中标施工企业参与施工"", ""C"": ""项目作业人员总数（包括外来人员）超过300人"", ""D"": ""项目合同工期超过12个月""}",BCD,\,,2,,,
108,《国家电网公司安全工作规定》,判断题,"《国家电网公司安全工作规定》规定，因故间断电气工作连续3个月以上者, 应重新学习《电力安全工作规程》，并经考试合格后，方可再上岗工作。 ","{""A"": ""正确"", ""B"": ""错误""}",A,,,0.5,,,
109,《国家电网公司安全工作规定》,判断题,《国家电网公司安全工作规定》规定，新上岗运维、调控人员（含技术人员）、从事倒闸操作的检修人员，应当经过现场规程制度的学习、现场见习和至少4个星期的跟班实习，并经考试合格后上岗。,"{""A"": ""正确"", ""B"": ""错误""}",B,,《国家电网公司安全工作规定》第四十一条 （一）运维、调控人员（含技术人员）、从事倒闸操作的检修人员，应经过现场规程制度的学习、现场见习和至少2个月的跟班实习。,0.5,,,
110,《国家电网公司安全工作规定》,判断题,《国家电网公司安全工作规定》规定，外来工作人员不一定要持证或者佩戴标志上岗。,"{""A"": ""正确"", ""B"": ""错误""}",B,,《国家电网公司安全工作规定》 第一○一条 外来工作人员必须持证或佩带标志上岗。,0.5,,,
111,《国家电网有限公司安全工作奖惩规定》,单选题,《国家电网有限公司安全工作奖惩规定》规定，公司所属各级单位应建立健全本单位安全奖惩工作机制，坚持依法合规、奖罚分明，制定（    ）实施办法，细化奖惩项目、标准，规范实施流程、职责，明确兑现方式、周期，及时开展安全奖惩并做好记录。,"{""A"": ""安全奖惩"", ""B"": ""安全监督"", ""C"": ""安全防控"", ""D"": ""安全治理""}",A,\,,1,,,
112,《国家电网有限公司安全工作奖惩规定》,单选题,《国家电网有限公司安全工作奖惩规定》规定，发生公司《安全事故调查规程》规定的中断安全记录事件的，应中断责任单位安全记录，并进行（    ）。,"{""A"": ""处罚"", ""B"": ""处分"", ""C"": ""通报"", ""D"": ""处理""}",C,\,,1,,,
113,《国家电网有限公司安全工作奖惩规定》,单选题,发生事故各级单位的主要领导、分管领导依照《国家电网有限公司安全工作奖惩规定》规定，受到撤职处分的，自受处分之日起，（    ）年内不得担任公司所属生产经营单位的主要领导。,"{""A"": ""五"", ""B"": ""六"", ""C"": ""七"", ""D"": ""八""}",A,\,,1,,,
114,《国家电网有限公司安全工作奖惩规定》,单选题,《国家电网公司安全工作奖惩规定》公司所属各级单位应建立健全（    ）机制，按照职责管理范围和安全责任，对安全工作情况进行考核，对发生事故的单位及责任人员进行处罚。,"{""A"": ""安全处罚"", ""B"": ""安全管理"", ""C"": ""分级处罚"", ""D"": ""奖惩管理""}",A,\,,1,,,
115,《国家电网有限公司安全工作奖惩规定》,多选题,《国家电网公司安全工作奖惩规定》规定，下列哪些情况在评先、评优等方面实行“一票否决”？（    ）,"{""A"": ""没有突出贡献的单位或个人"", ""B"": ""未实现安全目标的单位（集体）"", ""C"": ""有缺勤记录的个人"", ""D"": ""负有事故责任的个人""}",BD,\,,2,,,
116,《国家电网有限公司安全工作奖惩规定》,多选题,《国家电网公司安全工作奖惩规定》规定，公司所属各级单位有（    ）情况之一的，根据事故类别和级别，对有关单位和人员按照相关条款至少提高一个事故等级进行处罚，对主要策划者和决策人按事故主要责任者给予处罚。,"{""A"": ""谎报、瞒报、迟报事故的"", ""B"": ""事故发生后逃匿的"", ""C"": ""销毁有关证据、资料的"", ""D"": ""事故发生后不立即组织抢救或事故调查处理期间擅离职守的""}",ABCD,\,,2,,,
117,《国家电网有限公司安全工作奖惩规定》,判断题,《国家电网公司安全工作奖惩规定》规定，发生责任性或造成不良影响事件、未有效履行安全生产职责、未有效落实安全生产工作部署、未有效执行安全生产制度规程等情形的，上级单位应约谈有关单位负责人和相关人员，并责令限期改正。,"{""A"": ""正确"", ""B"": ""错误""}",A,\,,0.5,,,
118,《国家电网有限公司安全工作奖惩规定》,判断题,《国家电网公司安全工作奖惩规定》规定，政府部门依法依规对事故相关责任人员进行处罚的，公司可依据严重情况再次处罚。,"{""A"": ""正确"", ""B"": ""错误""}",B,\,依据《国家电网公司安全工作奖惩规定》第二十二条 政府部门依法依规对事故相关责任人员进行处罚的，公司不再重复处罚。,0.5,,,
119,《国家电网有限公司安全工作奖惩规定》,判断题,《国家电网公司安全工作奖惩规定》规定，公司所属各单位一年内重复发生事故或性质恶劣事件，对有关单位和人员按照相关条款上限或提高一个等级进行处罚。,"{""A"": ""正确"", ""B"": ""错误""}",A,\,,0.5,,,
120,《国家电网有限公司安全工作奖惩规定》,简答题,根据《国家电网公司安全工作奖惩规定》，请简述一下公司所属各级单位发生八级事件，有哪几条处罚规定？,{},1.对主要责任者给予通报批评。2.对事故责任者所在单位二级机构负责人及上述有关责任人员给500~1000元的经济处罚。,\,,\,,,
121,《国家电网有限公司安全事故调查规程》,单选题,依据《国家电网有限公司安全事故调查规程》，发生八级人身、电网、设备和信息系统事件，应按资产关系或管理关系（    ）。,"{""A"": ""上报至上一级管理单位"", ""B"": ""直接上报公司总部"", ""C"": ""直接上报至省电力公司级单位"", ""D"": ""上报至同级管理单位""}",A,\,,1,,,
122,《国家电网有限公司安全事故调查规程》,单选题,依据《国家电网有限公司安全事故调查规程》，公司系统各单位发生事故后，事故现场有关人员应当立即向（    ）或者电力调度机构值班人员报告。,"{""A"": ""本单位现场负责人"", ""B"": ""120"", ""C"": ""110"", ""D"": ""公司分管领导""}",A,\,,1,,,
123,《国家电网有限公司安全事故调查规程》,单选题,依据《国家电网有限公司安全事故调查规程》，特别重大人身事故是指一次事故造成（    ）人以上死亡，或者100人以上重伤(包括生产性急性中毒)者。,"{""A"": ""3"", ""B"": ""10"", ""C"": ""30"", ""D"": ""50""}",C,\,,1,,,
124,《国家电网有限公司安全事故调查规程》,单选题,依据《国家电网有限公司安全事故调查规程》，安全天数达到（    ）天为一个安全周期。,"{""A"": ""50"", ""B"": ""100"", ""C"": ""10"", ""D"": ""360""}",B,\,,1,,,
125,《国家电网有限公司安全事故调查规程》,单选题,"依据《国家电网有限公司安全事故调查规程》,由于同一次自然灾害引发多个单位多条线路、多座变电站跳闸停运时，可由管辖这些单位的上级单位统计为（    ）次事故。","{""A"": ""按线路和变电站跳闸停运总数"", ""B"": ""一"", ""C"": ""按线路条数计算"", ""D"": ""按变电站个数计算""}",B,\,,1,,,
126,《国家电网有限公司安全事故调查规程》,多选题,依据《国家电网有限公司安全事故调查规程》，保护事故现场，以下做法正确的是（    ）。,"{""A"": ""事故发生后，事故发生单位必须迅速抢救伤员并派专人严格保护事故现场"", ""B"": ""未经调查和记录的事故现场，不得任意变动"", ""C"": ""事故发生后，事故发生单位安监部门或其指定的部门应立即对事故现场和损坏的设备进行照相、录像、绘制草图、收集资料"", ""D"": ""因紧急抢修、防止事故扩大以及疏导交通等，需要变动现场，必须经单位主要领导同意，并做出标志、绘制现场简图、写出书面记录，保存必要的痕迹、物证。""}",ABC,\,,2,,,
127,《国家电网有限公司安全事故调查规程》,单选题,依据《国家电网有限公司安全事故调查规程》，事故后的（    ）小时内，应以书面形式将初步调查分析情况上报。,"{""A"": ""12"", ""B"": ""24"", ""C"": ""36"", ""D"": ""48""}",B,\,,1,,,
128,《国家电网有限公司安全事故调查规程》,单选题,依据《国家电网有限公司安全事故调查规程》，下列情况中不可免予中断安全记录是（    ）。,"{""A"": ""首台（套）设备、示范试验项目以及事先经过上级管理部门批准进行的科学技术实验项目，由于非人员过失所造成的事故。"", ""B"": ""无法采取预防措施的户外小动物引起的事故。"", ""C"": ""电网因安全自动装置正确动作或调度运行人员按事故处理预案进行处理的人员责任的事故"", ""D"": ""不可预见或无法事先防止的外力破坏事故。""}",C,\,,1,,,
129,《国家电网有限公司安全事故调查规程》,多选题,"依据《国家电网有限公司安全事故调查规程》,恶性电气误操作包括（    ）。","{""A"": ""带负荷误拉(合)隔离开关"", ""B"": ""带电挂(合)接地线(接地开关)"", ""C"": ""带接地线(接地开关)合断路器(隔离开关)"", ""D"": ""擅自解锁五防装置""}",ABC,\,,2,,,
130,《国家电网有限公司安全事故调查规程》,多选题,依据《国家电网有限公司安全事故调查规程》，发生人身事故，（    ）等的有关人员及其单位负责人均有责任即时报告。,"{""A"": ""安排作业的单位"", ""B"": ""伤亡人员所在单位"", ""C"": ""事故场所运维单位"", ""D"": ""辖区供电单位""}",ABC,\,,2,,,
131,《国家电网有限公司安全事故调查规程》,多选题,依据《国家电网有限公司安全事故调查规程》，员工，是指单位各种用工形式的人员，包括固定职工、合同制职工、临时工(临时聘用、雇用、借用的人员)，以及（    ）等。,"{""A"": ""劳务派遣工"", ""B"": ""代训工"", ""C"": ""实习生"", ""D"": ""其他社会化用工""}",ABCD,\,,2,,,
132,《国家电网有限公司安全事故调查规程》,多选题,依据《国家电网有限公司安全事故调查规程》，因紧急抢修、防止事故扩大以及疏导交通等，需要变动现场，必须经单位（    ）同意，并做出标志、绘制现场简图、写出书面记录，保存必要的痕迹、物证。,"{""A"": ""有关领导"", ""B"": ""主要领导"", ""C"": ""安监部门"", ""D"": ""后勤部门""}",AC,\,,2,,,
133,《国家电网有限公司安全事故调查规程》,判断题,依据《国家电网有限公司安全事故调查规程》，发生负次要责任的交通事故中断事故发生单位的安全记录。,"{""A"": ""正确"", ""B"": ""错误""}",B,\,依据《国家电网有限公司安全事故调查规程》9.2，发生负同等以上责任的交通事故中断事故发生单位的安全记录。,0.5,,,
134,《国家电网有限公司安全事故调查规程》,判断题,依据《国家电网有限公司安全事故调查规程》，检查评估工作在事故调查结案后的一年内开展。,"{""A"": ""正确"", ""B"": ""错误""}",A,\,,0.5,,,
135,《国家电网有限公司安全事故调查规程》,判断题,依据《国家电网有限公司安全事故调查规程》，被单位派出到用户工程工作过程中发生的人身伤亡事件属于人身事故。,"{""A"": ""正确"", ""B"": ""错误""}",A,\,,0.5,,,
136,《国家电网有限公司安全事故调查规程》,判断题,依据《国家电网有限公司安全事故调查规程》，即时报告后事故出现新情况的，可视情况补报。,"{""A"": ""正确"", ""B"": ""错误""}",B,\,依据《国家电网有限公司安全事故调查规程》6.6 即时报告后事故出现新情况的，应当及时补报。,0.5,,,
137,《国家电网有限公司安全事故调查规程》,判断题,依据《国家电网有限公司安全事故调查规程》，因抢救人员生命而紧急停止设备运行构成的事故，应中断安全记录。,"{""A"": ""正确"", ""B"": ""错误""}",B,\,依据《国家电网有限公司安全事故调查规程》9.3.2因抢救人员生命而紧急停止设备运行构成的事故，可免于中断安全记录。,0.5,,,
138,《国家电网有限公司安全事故调查规程》,判断题,依据《国家电网有限公司安全事故调查规程》，发生七级人身、电网、设备和信息系统事件，应立即按资产关系或管理关系逐级上报至公司总部。,"{""A"": ""正确"", ""B"": ""错误""}",B,\,依据《国家电网有限公司安全事故调查规程》6.3.3，发生七级人身、电网、设备和信息系统事件，应立即按资产关系或管理关系逐级上报至省电力公司级单位。,0.5,,,
139,《国家电网有限公司安全事故调查规程》,简答题,依据《国家电网有限公司安全事故调查规程》，请简答什么是“四不放过”？,{},事故原因未查清不放过、责任人员未处理不放过、整改措施未落实不放过、有关人员未受到教育不放过。（答案要点）,\,,\,,,
140,《国家电网有限公司安全事故调查规程》,简答题,依据《国家电网有限公司安全事故调查规程》，提出人员处理意见时，存在哪些情况须从严处理？,{},"(1)违章指挥、违章作业、违反劳动纪律造成事故发生的；
(2)事故发生后迟报、漏报、瞒报、谎报或在调查中弄虚作假、隐瞒真相的；
(3)阻挠或无正当理由拒绝事故调查或提供有关情况和资料的。",\,,\,,,
141,公司《应急管理工作规定》,单选题,依据《应急管理工作规定》，公司应急领导小组下设（    ）办公室和稳定应急办公室。,"{""A"": ""应急处置"", ""B"": ""事故救援"", ""C"": ""安全应急"", ""D"": ""事故调查""}",C,\,,1,,,
142,公司《应急管理工作规定》,单选题,依据《应急管理工作规定》，（    ）是本单位应急工作第一责任人，对本单位的应急工作全面负责。,"{""A"": ""安监部负责人"", ""B"": ""党委书记"", ""C"": ""分管负责人"", ""D"": ""主要负责人""}",D,\,,1,,,
143,公司《应急管理工作规定》,单选题,依据《应急管理工作规定》，较大及以下突发事件，由（    ）负责处置，总部专项事件应急处置领导小组办公室跟踪事态发展。,"{""A"": ""应急救援基干分队"", ""B"": ""应急领导小组"", ""C"": ""专项应急领导小组"", ""D"": ""事发单位""}",D,\,,1,,,
144,公司《应急管理工作规定》,单选题,依据《应急管理工作规定》，现场指挥部实行（    ）负责制，按照授权制定并实施现场应急救援方案，指挥、协调现场有关单位和个人开展应急救援。,"{""A"": ""应急救援基干分队队长"", ""B"": ""总指挥"", ""C"": ""单位分管领导"", ""D"": ""指挥长""}",B,\,,1,,,
145,公司《应急管理工作规定》,多选题,依据《应急管理工作规定》，按照突发事件的性质、危害程度、影响范围等因素，突发事件分为（    ）四级。,"{""A"": ""特别重大"", ""B"": ""重大"", ""C"": ""较大"", ""D"": ""一般""}",ABCD,\,,2,,,
146,公司《应急管理工作规定》,多选题,依据《应急管理工作规定》，应急队伍由（    ）组成。,"{""A"": ""应急救援基干分队"", ""B"": ""应急抢修队伍"", ""C"": ""应急专家队伍"", ""D"": ""应急演练队伍""}",ABC,\,,2,,,
147,公司《突发事件应急处置评估工作规范》,多选题,依据《突发事件应急处置评估工作规范》，应急评估对象为突发事件的发生单位，主要包含省级、市级、县级公司及（    ）、项目现场等，可根据评估工作需要延伸至参与应急处置的单位、队伍。,"{""A"": ""有关部门"", ""B"": ""工区"", ""C"": ""班组"", ""D"": ""生产及非生产场所""}",ABCD,\,,2,,,
148,公司《应急管理工作规定》,判断题,依据《应急管理工作规定》，各单位还应配合政府相关部门建立生产安全事故应急救援信息系统，并通过系统进行应急预案备案和相关信息报送。,"{""A"": ""正确"", ""B"": ""错误""}",A,\,,0.5,,,
149,公司《突发事件应急处置评估工作规范》,判断题,依据《突发事件应急处置评估工作规范》，各级单位要牢固树立应急“防、抢、保”、“前置防范”、“先复电、后抢修”等理念，紧紧围绕突发事件应急处置实际需要，层层分解落实领导责任、管理责任、防范责任、处置责任，将应急理念融入到日常管理、灾前“防”、灾中“保”、灾后“抢”的各项工作中。,"{""A"": ""正确"", ""B"": ""错误""}",A,\,,0.5,,,
150,公司《突发事件应急处置评估工作规范》,判断题,依据《突发事件应急处置评估工作规范》，按照“防、抢、保”的要求细化应急预案、装备配置、队伍建设工作，通过应急演练、应急处置接受检验并持续完善，不断强化各专业的应急能力。,"{""A"": ""正确"", ""B"": ""错误""}",A,\,,0.5,,,
151,公司《安全隐患排查治理管理办法》,单选题,根据国网《安全隐患排查治理管理办法》，各级安委会成员部门按照（    ）的原则，负责专业范围内隐患排查治理工作。,"{""A"": ""“谁主管、谁负责”"", ""B"": ""“管业务必须管安全”"", ""C"": ""“全面排查、分级管理、闭环管控”"", ""D"": ""“业务相近”""}",B,\,,1,,,
152,公司《安全隐患排查治理管理办法》,单选题,"根据国网《安全隐患排查治理管理办法》，各级单位应在每年（    ），对照隐患排查标准组织开展一次涵盖安全生产各领域、各专业、各层级的隐患
全面排查。","{""A"": ""1月底前"", ""B"": ""6月底前"", ""C"": ""9月底前"", ""D"": ""12月底前""}",B,\,,1,,,
153,公司《安全隐患排查治理管理办法》,单选题,国家电网有限公司安全隐患排查治理工作的指导方针是（    ）？,"{""A"": ""安全第一、预防为主"", ""B"": ""预防为主、综合治理"", ""C"": ""安全第一、预防为主、综合治理"", ""D"": ""综合治理、安全至上""}",C,\,,1,,,
154,公司《安全隐患排查治理管理办法》,单选题,根据国网《安全隐患排查治理管理办法》，重大隐患治理应执行（    ）制度，实现闭环监管。,"{""A"": ""“两单一表”"", ""B"": ""“三重一大”"", ""C"": ""“五落实”"", ""D"": ""“闭环管控”""}",A,\,,1,,,
155,公司《安全隐患排查治理管理办法》,多选题,根据国网《安全隐患排查治理管理办法》，安全隐患是指在生产经营活动中，违反国家和电力行业安全生产法律法规、规程标准以及公司安全生产规章制度，或因其他因素可能导致安全事故（事件）发生的（    ）（    ）（    ）（    ）等。,"{""A"": ""物的不安全状态"", ""B"": ""人的不安全行为"", ""C"": ""场所的不安全因素"", ""D"": ""安全管理方面的缺失""}",ABCD,\,,2,,,
156,公司《安全隐患排查治理管理办法》,多选题,根据国网《安全隐患排查治理管理办法》，按照隐患的危害程度，隐患分为（    ）（    ）（    ）三个等级。,"{""A"": ""严重隐患"", ""B"": ""重大隐患"", ""C"": ""较大隐患"", ""D"": ""一般隐患""}",BCD,\,,2,,,
157,公司《安全隐患排查治理管理办法》,多选题,根据国网《安全隐患排查治理管理办法》，对于重大隐患治理完成前或治理过程中无法保证安全的，应从危险区域内（    ），（    ），（    ），并（    ），治理完成并验收合格后方可恢复生产和使用。,"{""A"": ""撤出相关人员"", ""B"": ""设置警戒标志"", ""C"": ""设置应急设施"", ""D"": ""暂停工停产或停止使用设备设施"", ""E"": ""及时报告政府部门""}",ABDE,\,,2,,,
158,公司《安全隐患排查治理管理办法》,判断题,根据国网《安全隐患排查治理管理办法》，各级单位主要负责人对本单位隐患排查治理工作负直接领导责任。,"{""A"": ""正确"", ""B"": ""错误""}",B,\,第五条安全隐患所在单位是隐患排查、治理和防控的责任主体。各级单位主要负责人对本单位隐患排查治理工作负全面领导责任，分管负责人对分管业务范围内的隐患排查治理工作负直接领导责任。,0.5,,,
159,公司《安全隐患排查治理管理办法》,判断题,根据国网《安全隐患排查治理管理办法》，对于违反国家安全生产法律法规的问题，不属于安全隐患范畴。,"{""A"": ""正确"", ""B"": ""错误""}",B,\,第二条本办法所称安全隐患，是指在生产经营活动中，违反国家和电力行业安全生产法律法规、规程标准以及公司安全生产规章制度，或因其他因素可能导致安全事故（事件）发生的物的不安全状态、人的不安全行为、场所的不安全因素和安全管理方面的缺失等。,0.5,,,
160,公司《安全隐患排查治理管理办法》,判断题,根据国网《安全隐患排查治理管理办法》，隐患排查治理标准编制应围绕影响公司安全生产的高风险领域,"{""A"": ""正确"", ""B"": ""错误""}",A,\,,0.5,,,
161,公司《重大事故隐患排查标准》,单选题,以下哪项不是国家能源局发布的《重大电力安全隐患判定标准(试行)》（国能综通安全〔2022〕123号）规定的重大电力安全隐患判定标准（    ）。,"{""A"": ""电网安全稳定控制系统以及直流控制保护系统参数、策略、定值计算和设定不正确"", ""B"": ""直流控保、直流配套安全稳定控制装置未按双重化配置"", ""C"": ""特高压变压器（换流变）乙炔、总烃等特征气体明显增高，内部存在严重局部放电，绝缘电阻和介损试验数据严重超标"", ""D"": ""220千伏及以上继电保护、稳控装置及其关联设备不满足双重化配置要求，直流电源、二次回路、保护通道等未独立""}",D,\,,1,,,
